enquiry_id,customer_id,market,language,verdict,gate,answer_id,answer_topic,sent_without_human,draft_reply,decided_at
ENQ-0516,CUS-0530,MY,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0528,CUS-0306,ID,id,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Ganti setiap 3-4 jam, atau lebih cepat bila terasa penuh. Simpan kemasan yang belum dibuka di tempat sejuk dan kering. Mohon jangan dibuang ke kloset - pembalut dan liner kami tidak bisa larut.",2026-09-02T11:44:53Z
ENQ-0564,CUS-0096,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0593,CUS-0250,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0620,CUS-0013,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0632,CUS-0508,SG,zh,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,您可以随时在账户页面暂停、调整周期或取消订阅。在续订日之前所做的更改将于下一次配送生效。,2026-09-02T11:44:53Z
ENQ-0739,CUS-0227,SG,sg,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0767,CUS-0763,MY,en,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0772,CUS-0276,MY,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00726 is delayed. You can track it with the link in your dispatch email. Orders to MY usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0773,CUS-0717,ID,id,ASSIST,6-authority,ANS-006,Refund/return,False,Kami dapat mengembalikan dana atau mengganti ORD-01862. Kemasan yang belum dibuka bisa dikembalikan dalam 14 hari. Mohon balas dengan foto dan kami atur penjemputan tanpa biaya.,2026-09-02T11:44:53Z
ENQ-0775,CUS-0107,SG,sg,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0825,CUS-0655,SG,en,ASSIST,6-authority,ANS-006,Refund/return,False,We can refund or replace ORD-01688. Unopened packs can be returned within 14 days. Please reply with a photo and we'll arrange collection at no cost to you.,2026-09-02T11:44:53Z
ENQ-0880,CUS-0719,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0881,CUS-0256,MY,zh,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0884,CUS-0023,MY,ms,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda boleh menjeda, menukar selang masa atau membatalkan pada bila-bila masa melalui halaman akaun anda. Perubahan sebelum tarikh pembaharuan akan berkuat kuasa pada penghantaran berikutnya.",2026-09-02T11:44:53Z
ENQ-0031,CUS-0099,MY,en,ASSIST,6-authority,ANS-006,Refund/return,False,We can refund or replace ORD-00257. Unopened packs can be returned within 14 days. Please reply with a photo and we'll arrange collection at no cost to you.,2026-09-02T11:44:53Z
ENQ-0067,CUS-0106,MY,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00280 is delivered. You can track it with the link in your dispatch email. Orders to MY usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0074,CUS-0525,ID,ms,ASSIST,6-authority,ANS-006,Refund/return,False,Kami boleh membayar balik atau menggantikan ORD-01352. Pek yang belum dibuka boleh dipulangkan dalam tempoh 14 hari. Sila balas dengan gambar dan kami akan uruskan pengambilan tanpa kos.,2026-09-02T11:44:53Z
ENQ-0120,CUS-0128,SG,en,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,We're sorry your order is late. ORD-00341 is showing as delayed with the courier. If it hasn't arrived within 3 working days we'll send a replacement at no cost.,2026-09-02T11:44:53Z
ENQ-0323,CUS-0510,MY,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0347,CUS-0015,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0369,CUS-0377,SG,sg,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0388,CUS-0444,SG,zh,ASSIST,6-authority,ANS-007,Damaged item,False,很抱歉 ORD-01141 在送达时有破损。请拍摄内包装和外箱的照片发给我们，我们会在当天为您补寄。,2026-09-02T11:44:53Z
ENQ-0478,CUS-0387,ID,id,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami mohon maaf atas keterlambatan ini. ORD-00995 tercatat tertunda di kurir. Jika belum tiba dalam 3 hari kerja, kami akan mengirimkan penggantinya tanpa biaya.",2026-09-02T11:44:53Z
ENQ-0738,CUS-0372,MY,en,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,We're sorry your order is late. ORD-00956 is showing as delayed with the courier. If it hasn't arrived within 3 working days we'll send a replacement at no cost.,2026-09-02T11:44:53Z
ENQ-0760,CUS-0021,ID,en,ASSIST,6-authority,ANS-007,Damaged item,False,We're sorry ORD-00063 arrived damaged. Please send a photo of the pack and the outer carton and we'll ship a replacement the same day.,2026-09-02T11:44:53Z
ENQ-0808,CUS-0581,ID,id,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Pesanan Anda ORD-01499 sedang returned. Anda dapat melacaknya melalui tautan di email pengiriman. Pesanan ke ID biasanya tiba 3-5 hari kerja setelah dikirim.,2026-09-02T11:44:53Z
ENQ-0814,CUS-0586,SG,en,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0817,CUS-0139,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0005,CUS-0573,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0020,CUS-0787,MY,ms,ASSIST,6-authority,ANS-006,Refund/return,False,Kami boleh membayar balik atau menggantikan ORD-02037. Pek yang belum dibuka boleh dipulangkan dalam tempoh 14 hari. Sila balas dengan gambar dan kami akan uruskan pengambilan tanpa kos.,2026-09-02T11:44:53Z
ENQ-0081,CUS-0682,MY,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0242,CUS-0241,ID,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in ID. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0259,CUS-0350,ID,ms,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0295,CUS-0733,SG,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0477,CUS-0635,MY,ms,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0518,CUS-0503,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0523,CUS-0729,SG,sg,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0542,CUS-0045,SG,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0576,CUS-0249,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0582,CUS-0030,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00088 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0634,CUS-0642,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0694,CUS-0011,MY,ms,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda boleh menjeda, menukar selang masa atau membatalkan pada bila-bila masa melalui halaman akaun anda. Perubahan sebelum tarikh pembaharuan akan berkuat kuasa pada penghantaran berikutnya.",2026-09-02T11:44:53Z
ENQ-0720,CUS-0616,ID,id,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Pesanan Anda ORD-01589 sedang delivered. Anda dapat melacaknya melalui tautan di email pengiriman. Pesanan ke ID biasanya tiba 3-5 hari kerja setelah dikirim.,2026-09-02T11:44:53Z
ENQ-0730,CUS-0458,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0754,CUS-0554,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
ENQ-0797,CUS-0558,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0840,CUS-0779,SG,sg,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0844,CUS-0366,ID,id,ASSIST,6-authority,ANS-008,Ingredients,False,"Pembalut kami menggunakan inti selulosa bebas klorin dengan lapisan atas campuran katun. Daftar bahan lengkap ada di setiap halaman produk. Jika Anda memiliki sensitivitas tertentu, mohon konsultasikan dengan apoteker sebelum pemakaian.",2026-09-02T11:44:53Z
ENQ-0003,CUS-0594,MY,ms,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Saiz newborn sesuai sehingga 5kg, saiz S 4-8kg, saiz M 6-11kg. Jika bayi anda berada di antara dua saiz, kami cadangkan pilih yang lebih besar - muat sedikit longgar kurang bocor berbanding terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0024,CUS-0218,SG,sg,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0041,CUS-0750,SG,en,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,We're sorry your order is late. ORD-01941 is showing as delayed with the courier. If it hasn't arrived within 3 working days we'll send a replacement at no cost.,2026-09-02T11:44:53Z
ENQ-0075,CUS-0612,MY,zh,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,建议每 3-4 小时更换一次，量多时可提前更换。未开封的包装请存放在阴凉干燥处。请勿丢入马桶 - 我们的卫生巾和护垫不可冲散。,2026-09-02T11:44:53Z
ENQ-0094,CUS-0794,MY,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0112,CUS-0721,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01876 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0124,CUS-0356,MY,ms,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Saiz newborn sesuai sehingga 5kg, saiz S 4-8kg, saiz M 6-11kg. Jika bayi anda berada di antara dua saiz, kami cadangkan pilih yang lebih besar - muat sedikit longgar kurang bocor berbanding terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0224,CUS-0322,SG,zh,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0271,CUS-0082,ID,id,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Pesanan Anda ORD-00217 sedang delivered. Anda dapat melacaknya melalui tautan di email pengiriman. Pesanan ke ID biasanya tiba 3-5 hari kerja setelah dikirim.,2026-09-02T11:44:53Z
ENQ-0341,CUS-0695,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0358,CUS-0555,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0404,CUS-0240,SG,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0465,CUS-0433,ID,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0519,CUS-0255,SG,zh,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela 在我们的官方商店以及 SG 的零售合作伙伴均有售。我们网站上的门店查询可列出您附近的所有销售点。,2026-09-02T11:44:53Z
ENQ-0539,CUS-0687,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0561,CUS-0481,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0622,CUS-0020,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0647,CUS-0338,SG,zh,ASSIST,6-authority,ANS-008,Ingredients,False,我们的卫生巾采用无氯纤维素芯体，表层为棉混纺材质。完整成分表可在每个产品页面查看。如您有已知的过敏史，使用前请先咨询药剂师。,2026-09-02T11:44:53Z
ENQ-0756,CUS-0287,SG,en,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0786,CUS-0790,MY,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0823,CUS-0368,SG,sg,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0838,CUS-0338,SG,zh,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0843,CUS-0201,ID,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0890,CUS-0304,ID,en,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0892,CUS-0577,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01486 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0000,CUS-0660,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0027,CUS-0519,ID,id,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Ganti setiap 3-4 jam, atau lebih cepat bila terasa penuh. Simpan kemasan yang belum dibuka di tempat sejuk dan kering. Mohon jangan dibuang ke kloset - pembalut dan liner kami tidak bisa larut.",2026-09-02T11:44:53Z
ENQ-0068,CUS-0458,SG,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0082,CUS-0307,ID,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0177,CUS-0283,MY,ms,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela boleh didapati di kedai dalam talian kami dan melalui rakan runcit kami di MY. Pencari kedai di laman web kami menyenaraikan setiap penjual berhampiran anda.,2026-09-02T11:44:53Z
ENQ-0212,CUS-0098,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0290,CUS-0289,ID,id,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami mohon maaf atas keterlambatan ini. ORD-00758 tercatat tertunda di kurir. Jika belum tiba dalam 3 hari kerja, kami akan mengirimkan penggantinya tanpa biaya.",2026-09-02T11:44:53Z
ENQ-0301,CUS-0346,SG,zh,ASSIST,6-authority,ANS-006,Refund/return,False,我们可以为 ORD-00890 办理退款或换货。未开封的包装可在 14 天内退回。请回复照片，我们将免费安排上门取件。,2026-09-02T11:44:53Z
ENQ-0409,CUS-0257,SG,zh,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,建议每 3-4 小时更换一次，量多时可提前更换。未开封的包装请存放在阴凉干燥处。请勿丢入马桶 - 我们的卫生巾和护垫不可冲散。,2026-09-02T11:44:53Z
ENQ-0435,CUS-0703,ID,id,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0452,CUS-0079,MY,zh,ASSIST,6-authority,ANS-007,Damaged item,False,很抱歉 ORD-00212 在送达时有破损。请拍摄内包装和外箱的照片发给我们，我们会在当天为您补寄。,2026-09-02T11:44:53Z
ENQ-0460,CUS-0683,MY,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0461,CUS-0700,SG,zh,ASSIST,5-evidence,ANS-006,Refund/return,False,,2026-09-02T11:44:53Z
ENQ-0486,CUS-0429,ID,id,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Ganti setiap 3-4 jam, atau lebih cepat bila terasa penuh. Simpan kemasan yang belum dibuka di tempat sejuk dan kering. Mohon jangan dibuang ke kloset - pembalut dan liner kami tidak bisa larut.",2026-09-02T11:44:53Z
ENQ-0512,CUS-0070,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0550,CUS-0327,MY,zh,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela 在我们的官方商店以及 MY 的零售合作伙伴均有售。我们网站上的门店查询可列出您附近的所有销售点。,2026-09-02T11:44:53Z
ENQ-0554,CUS-0441,ID,id,ASSIST,6-authority,ANS-008,Ingredients,False,"Pembalut kami menggunakan inti selulosa bebas klorin dengan lapisan atas campuran katun. Daftar bahan lengkap ada di setiap halaman produk. Jika Anda memiliki sensitivitas tertentu, mohon konsultasikan dengan apoteker sebelum pemakaian.",2026-09-02T11:44:53Z
ENQ-0573,CUS-0034,ID,id,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,"Kami mohon maaf atas keterlambatan ini. ORD-00096 tercatat tertunda di kurir. Jika belum tiba dalam 3 hari kerja, kami akan mengirimkan penggantinya tanpa biaya.",2026-09-02T11:44:53Z
ENQ-0614,CUS-0711,SG,sg,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,We're sorry your order is late. ORD-01845 is showing as delayed with the courier. If it hasn't arrived within 3 working days we'll send a replacement at no cost.,2026-09-02T11:44:53Z
ENQ-0638,CUS-0030,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00088 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0642,CUS-0796,SG,en,ASSIST,6-authority,ANS-007,Damaged item,False,We're sorry ORD-02057 arrived damaged. Please send a photo of the pack and the outer carton and we'll ship a replacement the same day.,2026-09-02T11:44:53Z
ENQ-0669,CUS-0339,ID,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0695,CUS-0157,SG,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-00416 is delivered. You can track it with the link in your dispatch email. Orders to SG usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0707,CUS-0226,SG,sg,ASSIST,5-evidence,ANS-000,Order status,False,,2026-09-02T11:44:53Z
ENQ-0752,CUS-0734,MY,zh,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,您的订单 ORD-01904 目前状态为 in transit。您可以通过发货邮件中的链接追踪包裹。寄往 MY 的订单通常在发货后 3-5 个工作日送达。,2026-09-02T11:44:53Z
ENQ-0765,CUS-0104,MY,ms,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0778,CUS-0608,ID,id,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"Anda bisa menjeda, mengubah interval, atau membatalkan kapan saja dari halaman akun. Perubahan sebelum tanggal perpanjangan berlaku untuk pengiriman berikutnya.",2026-09-02T11:44:53Z
ENQ-0780,CUS-0027,ID,id,ASSIST,5-evidence,ANS-001,Delivery delay,False,,2026-09-02T11:44:53Z
ENQ-0788,CUS-0437,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0789,CUS-0193,SG,en,AUTO_ANSWER,0-self-serve,ANS-001,Delivery delay,True,We're sorry your order is late. ORD-00502 is showing as delayed with the courier. If it hasn't arrived within 3 working days we'll send a replacement at no cost.,2026-09-02T11:44:53Z
ENQ-0812,CUS-0084,SG,zh,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,初生码适合 5 公斤以下，S 码 4-8 公斤，M 码 6-11 公斤。如果宝宝体重介于两个尺码之间，建议选大一号 - 稍宽松反而比过紧更不易侧漏。,2026-09-02T11:44:53Z
ENQ-0813,CUS-0182,SG,en,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela is available on our own store and through our retail partners in SG. The store locator on our site lists every stockist near you.,2026-09-02T11:44:53Z
ENQ-0862,CUS-0011,MY,ms,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Saiz newborn sesuai sehingga 5kg, saiz S 4-8kg, saiz M 6-11kg. Jika bayi anda berada di antara dua saiz, kami cadangkan pilih yang lebih besar - muat sedikit longgar kurang bocor berbanding terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0026,CUS-0332,MY,ms,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela boleh didapati di kedai dalam talian kami dan melalui rakan runcit kami di MY. Pencari kedai di laman web kami menyenaraikan setiap penjual berhampiran anda.,2026-09-02T11:44:53Z
ENQ-0042,CUS-0514,MY,en,AUTO_ANSWER,0-self-serve,ANS-000,Order status,True,Your order ORD-01323 is in transit. You can track it with the link in your dispatch email. Orders to MY usually arrive 3-5 working days after dispatch.,2026-09-02T11:44:53Z
ENQ-0076,CUS-0654,SG,en,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Newborn size fits up to 5kg, size S 4-8kg, size M 6-11kg. If your baby is between sizes we suggest going up - a slightly loose fit leaks less than a tight one.",2026-09-02T11:44:53Z
ENQ-0115,CUS-0522,SG,en,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0132,CUS-0420,ID,id,AUTO_ANSWER,0-self-serve,ANS-003,Sizing,True,"Ukuran newborn cocok hingga 5kg, ukuran S 4-8kg, ukuran M 6-11kg. Jika berat bayi Anda di antara dua ukuran, kami sarankan ambil yang lebih besar - sedikit longgar justru lebih jarang bocor daripada terlalu ketat.",2026-09-02T11:44:53Z
ENQ-0190,CUS-0010,ID,en,AUTO_ANSWER,0-self-serve,ANS-005,Subscription,True,"You can pause, change the interval or cancel any time from your account page. Changes made before your renewal date apply to the very next delivery.",2026-09-02T11:44:53Z
ENQ-0328,CUS-0060,ID,id,ASSIST,6-authority,ANS-008,Ingredients,False,"Pembalut kami menggunakan inti selulosa bebas klorin dengan lapisan atas campuran katun. Daftar bahan lengkap ada di setiap halaman produk. Jika Anda memiliki sensitivitas tertentu, mohon konsultasikan dengan apoteker sebelum pemakaian.",2026-09-02T11:44:53Z
ENQ-0362,CUS-0574,ID,en,ASSIST,6-authority,ANS-008,Ingredients,False,"Our pads use a chlorine-free cellulose core with a cotton-blend top sheet. Full ingredient lists are on every product page. If you have a known sensitivity, please speak to a pharmacist before use.",2026-09-02T11:44:53Z
ENQ-0412,CUS-0392,MY,ms,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Tukar setiap 3-4 jam, atau lebih awal jika berat. Simpan pek yang belum dibuka di tempat sejuk dan kering. Jangan buang ke dalam tandas - tuala dan liner kami tidak boleh dipam.",2026-09-02T11:44:53Z
ENQ-0429,CUS-0693,SG,en,AUTO_ANSWER,0-self-serve,ANS-004,Product usage,True,"Change every 3-4 hours, or sooner if heavy. Store unopened packs somewhere cool and dry. Please don't flush - our pads and liners are not flushable.",2026-09-02T11:44:53Z
ENQ-0440,CUS-0091,MY,ms,ASSIST,5-evidence,ANS-007,Damaged item,False,,2026-09-02T11:44:53Z
ENQ-0473,CUS-0342,ID,id,AUTO_ANSWER,0-self-serve,ANS-002,Where to buy,True,Vela tersedia di toko resmi kami dan melalui mitra ritel kami di ID. Pencari toko di situs kami menampilkan seluruh penjual terdekat.,2026-09-02T11:44:53Z
