enquiry_id,customer_id,received_at,channel,market,language,topic,sentiment,is_health_issue,contact_seq,order_id,verdict,gate,reason,answer_id,handle_minutes,decided_at
ENQ-0117,CUS-0143,2026-08-03 00:00,Instagram DM,SG,zh,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0125,CUS-0105,2026-08-03 00:00,WhatsApp,ID,id,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0156,CUS-0037,2026-08-03 00:00,Instagram DM,ID,id,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0178,CUS-0736,2026-08-03 00:00,WhatsApp,SG,en,Damaged item,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0198,CUS-0363,2026-08-03 00:00,Email,ID,id,Delivery delay,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0213,CUS-0173,2026-08-03 00:00,WhatsApp,MY,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0228,CUS-0207,2026-08-03 00:00,Email,MY,en,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0230,CUS-0657,2026-08-03 00:00,WhatsApp,SG,en,Ingredients,Neutral,False,2,,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-008,6,2026-08-25T14:24:04Z
ENQ-0243,CUS-0784,2026-08-03 00:00,Instagram DM,MY,en,Product usage,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0270,CUS-0785,2026-08-03 00:00,Email,SG,sg,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0272,CUS-0670,2026-08-03 00:00,WhatsApp,ID,id,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0299,CUS-0640,2026-08-03 00:00,Instagram DM,ID,id,Delivery delay,Frustrated,False,2,ORD-01649,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0312,CUS-0349,2026-08-03 00:00,WhatsApp,ID,id,Unclear,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0320,CUS-0781,2026-08-03 00:00,WhatsApp,SG,en,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0361,CUS-0313,2026-08-03 00:00,Email,SG,sg,Product usage,Neutral,False,3,,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0373,CUS-0509,2026-08-03 00:00,Marketplace Q&A,MY,en,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0457,CUS-0352,2026-08-03 00:00,WhatsApp,ID,id,Delivery delay,Frustrated,False,1,ORD-00908,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0541,CUS-0657,2026-08-03 00:00,WhatsApp,SG,en,Ingredients,Neutral,False,3,,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0572,CUS-0469,2026-08-03 00:00,Instagram DM,SG,sg,Refund/return,Neutral,False,2,ORD-01207,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0616,CUS-0728,2026-08-03 00:00,Email,ID,id,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0637,CUS-0006,2026-08-03 00:00,WhatsApp,MY,en,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0649,CUS-0004,2026-08-03 00:00,Marketplace Q&A,SG,sg,Unclassified,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0703,CUS-0155,2026-08-03 00:00,WhatsApp,MY,ms,Refund/return,Neutral,False,2,ORD-00412,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0722,CUS-0320,2026-08-03 00:00,Email,SG,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0766,CUS-0734,2026-08-03 00:00,WhatsApp,MY,zh,Delivery delay,Angry,False,1,ORD-01904,AUTO_ANSWER,0-self-serve,"approved answer sent in zh, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0771,CUS-0153,2026-08-03 00:00,WhatsApp,ID,id,Order status,Frustrated,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0779,CUS-0486,2026-08-03 00:00,Website form,ID,id,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0037,CUS-0037,2026-08-04 00:00,Email,ID,id,Where to buy,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0073,CUS-0722,2026-08-04 00:00,Website form,MY,ms,Damaged item,Neutral,False,1,ORD-01879,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0157,CUS-0020,2026-08-04 00:00,Email,ID,id,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0184,CUS-0699,2026-08-04 00:00,WhatsApp,SG,en,Damaged item,Neutral,False,1,ORD-01815,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0202,CUS-0652,2026-08-04 00:00,Email,ID,id,Refund/return,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0207,CUS-0388,2026-08-04 00:00,WhatsApp,ID,en,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0255,CUS-0566,2026-08-04 00:00,WhatsApp,ID,id,Sizing,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0267,CUS-0038,2026-08-04 00:00,Email,ID,en,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0306,CUS-0197,2026-08-04 00:00,Marketplace Q&A,ID,id,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0329,CUS-0682,2026-08-04 00:00,Email,MY,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0333,CUS-0603,2026-08-04 00:00,WhatsApp,MY,en,Unclear,Neutral,False,2,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0343,CUS-0589,2026-08-04 00:00,Instagram DM,SG,en,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0391,CUS-0124,2026-08-04 00:00,Website form,SG,en,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0395,CUS-0369,2026-08-04 00:00,Marketplace Q&A,SG,en,Order status,Frustrated,False,1,ORD-00949,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0463,CUS-0614,2026-08-04 00:00,WhatsApp,SG,sg,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0484,CUS-0162,2026-08-04 00:00,Website form,ID,id,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0499,CUS-0586,2026-08-04 00:00,WhatsApp,SG,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0509,CUS-0404,2026-08-04 00:00,Email,ID,id,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0516,CUS-0530,2026-08-04 00:00,WhatsApp,MY,en,Sizing,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0528,CUS-0306,2026-08-04 00:00,WhatsApp,ID,id,Product usage,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0543,CUS-0352,2026-08-04 00:00,WhatsApp,ID,id,Health complaint,Frustrated,True,2,,ESCALATE,1-safety,customer describes a physical reaction - never auto-answered,,16,2026-08-25T14:24:04Z
ENQ-0564,CUS-0096,2026-08-04 00:00,Email,ID,id,Delivery delay,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0593,CUS-0250,2026-08-04 00:00,WhatsApp,MY,ms,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0620,CUS-0013,2026-08-04 00:00,Email,MY,ms,Product usage,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0632,CUS-0508,2026-08-04 00:00,Marketplace Q&A,SG,zh,Subscription,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in zh, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0739,CUS-0227,2026-08-04 00:00,Email,SG,sg,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0767,CUS-0763,2026-08-04 00:00,Email,MY,en,Refund/return,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0772,CUS-0276,2026-08-04 00:00,Instagram DM,MY,en,Order status,Neutral,False,2,ORD-00726,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0773,CUS-0717,2026-08-04 00:00,Email,ID,id,Refund/return,Neutral,False,1,ORD-01862,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0775,CUS-0107,2026-08-04 00:00,WhatsApp,SG,sg,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0825,CUS-0655,2026-08-04 00:00,Marketplace Q&A,SG,en,Refund/return,Neutral,False,1,ORD-01688,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0880,CUS-0719,2026-08-04 00:00,Email,SG,en,Product usage,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0881,CUS-0256,2026-08-04 00:00,Marketplace Q&A,MY,zh,Delivery delay,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0884,CUS-0023,2026-08-04 00:00,Website form,MY,ms,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0031,CUS-0099,2026-08-05 00:00,Instagram DM,MY,en,Refund/return,Neutral,False,1,ORD-00257,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0067,CUS-0106,2026-08-05 00:00,WhatsApp,MY,en,Order status,Frustrated,False,2,ORD-00280,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0074,CUS-0525,2026-08-05 00:00,Instagram DM,ID,ms,Refund/return,Neutral,False,1,ORD-01352,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0120,CUS-0128,2026-08-05 00:00,Website form,SG,en,Delivery delay,Frustrated,False,2,ORD-00341,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0128,CUS-0548,2026-08-05 00:00,WhatsApp,ID,id,Unclear,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0227,CUS-0685,2026-08-05 00:00,Marketplace Q&A,ID,id,Unclear,Neutral,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0323,CUS-0510,2026-08-05 00:00,Marketplace Q&A,MY,en,Damaged item,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0347,CUS-0015,2026-08-05 00:00,Email,ID,id,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0356,CUS-0609,2026-08-05 00:00,WhatsApp,SG,en,Health complaint,Frustrated,True,1,,ESCALATE,1-safety,customer describes a physical reaction - never auto-answered,,16,2026-08-25T14:24:04Z
ENQ-0369,CUS-0377,2026-08-05 00:00,WhatsApp,SG,sg,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0386,CUS-0128,2026-08-05 00:00,Email,SG,en,Delivery delay,Frustrated,False,3,ORD-00342,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0388,CUS-0444,2026-08-05 00:00,Instagram DM,SG,zh,Damaged item,Angry,False,2,ORD-01141,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0478,CUS-0387,2026-08-05 00:00,Marketplace Q&A,ID,id,Delivery delay,Frustrated,False,1,ORD-00995,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0635,CUS-0462,2026-08-05 00:00,WhatsApp,SG,sg,Unclassified,Frustrated,False,1,ORD-01189,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0738,CUS-0372,2026-08-05 00:00,WhatsApp,MY,en,Delivery delay,Frustrated,False,1,ORD-00956,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0760,CUS-0021,2026-08-05 00:00,WhatsApp,ID,en,Damaged item,Neutral,False,1,ORD-00063,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0808,CUS-0581,2026-08-05 00:00,Email,ID,id,Order status,Neutral,False,2,ORD-01499,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0811,CUS-0701,2026-08-05 00:00,Instagram DM,ID,id,Health complaint,Angry,True,1,,ESCALATE,1-safety,customer describes a physical reaction - never auto-answered,,16,2026-08-25T14:24:04Z
ENQ-0814,CUS-0586,2026-08-05 00:00,WhatsApp,SG,en,Refund/return,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0817,CUS-0139,2026-08-05 00:00,Email,SG,en,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0839,CUS-0745,2026-08-05 00:00,WhatsApp,ID,en,Unclear,Neutral,False,2,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0893,CUS-0400,2026-08-05 00:00,Email,MY,ms,Unclassified,Frustrated,False,1,ORD-01035,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0005,CUS-0573,2026-08-06 00:00,Website form,SG,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0020,CUS-0787,2026-08-06 00:00,WhatsApp,MY,ms,Refund/return,Neutral,False,1,ORD-02037,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0081,CUS-0682,2026-08-06 00:00,Marketplace Q&A,MY,en,Sizing,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0242,CUS-0241,2026-08-06 00:00,WhatsApp,ID,en,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0259,CUS-0350,2026-08-06 00:00,WhatsApp,ID,ms,Refund/return,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0276,CUS-0106,2026-08-06 00:00,WhatsApp,MY,en,Delivery delay,Frustrated,False,3,ORD-00282,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0295,CUS-0733,2026-08-06 00:00,WhatsApp,SG,en,Order status,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0421,CUS-0201,2026-08-06 00:00,Email,ID,en,Health complaint,Neutral,True,1,,ESCALATE,1-safety,customer describes a physical reaction - never auto-answered,,16,2026-08-25T14:24:04Z
ENQ-0477,CUS-0635,2026-08-06 00:00,Instagram DM,MY,ms,Damaged item,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0489,CUS-0467,2026-08-06 00:00,Instagram DM,SG,sg,Unclassified,Frustrated,False,2,ORD-01203,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0518,CUS-0503,2026-08-06 00:00,Instagram DM,MY,ms,Product usage,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0523,CUS-0729,2026-08-06 00:00,Website form,SG,sg,Delivery delay,Angry,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0542,CUS-0045,2026-08-06 00:00,WhatsApp,SG,en,Order status,Frustrated,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0576,CUS-0249,2026-08-06 00:00,WhatsApp,SG,en,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0582,CUS-0030,2026-08-06 00:00,WhatsApp,SG,en,Order status,Frustrated,False,1,ORD-00088,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0589,CUS-0327,2026-08-06 00:00,Website form,MY,zh,Unclear,Frustrated,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0634,CUS-0642,2026-08-06 00:00,Email,SG,en,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0663,CUS-0276,2026-08-06 00:00,Marketplace Q&A,MY,en,Where to buy,Neutral,False,3,,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0694,CUS-0011,2026-08-06 00:00,WhatsApp,MY,ms,Subscription,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-005,1,2026-08-25T14:24:04Z
ENQ-0720,CUS-0616,2026-08-06 00:00,Instagram DM,ID,id,Order status,Frustrated,False,1,ORD-01589,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0730,CUS-0458,2026-08-06 00:00,Instagram DM,SG,en,Delivery delay,Frustrated,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-001,6,2026-08-25T14:24:04Z
ENQ-0754,CUS-0554,2026-08-06 00:00,WhatsApp,ID,id,Where to buy,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0797,CUS-0558,2026-08-06 00:00,WhatsApp,ID,id,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0834,CUS-0040,2026-08-06 00:00,Email,MY,ms,Unclassified,Frustrated,False,1,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0840,CUS-0779,2026-08-06 00:00,Instagram DM,SG,sg,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0844,CUS-0366,2026-08-06 00:00,Marketplace Q&A,ID,id,Ingredients,Neutral,False,1,,ASSIST,6-authority,approved answer is drafted but policy requires a human to send,ANS-008,6,2026-08-25T14:24:04Z
ENQ-0003,CUS-0594,2026-08-07 00:00,Website form,MY,ms,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0024,CUS-0218,2026-08-07 00:00,Instagram DM,SG,sg,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in sg, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0041,CUS-0750,2026-08-07 00:00,Email,SG,en,Delivery delay,Frustrated,False,1,ORD-01941,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-001,1,2026-08-25T14:24:04Z
ENQ-0075,CUS-0612,2026-08-07 00:00,Email,MY,zh,Product usage,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in zh, no human touched it",ANS-004,1,2026-08-25T14:24:04Z
ENQ-0094,CUS-0794,2026-08-07 00:00,WhatsApp,MY,en,Sizing,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0098,CUS-0219,2026-08-07 00:00,Instagram DM,SG,en,Unclear,Neutral,False,2,,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0112,CUS-0721,2026-08-07 00:00,Website form,SG,en,Order status,Frustrated,False,1,ORD-01876,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0124,CUS-0356,2026-08-07 00:00,Instagram DM,MY,ms,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in ms, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0183,CUS-0784,2026-08-07 00:00,Instagram DM,MY,en,Subscription,Neutral,False,3,,ESCALATE,3-third-strike,contact #3 from this customer this month - the previous answers did not work,,16,2026-08-25T14:24:04Z
ENQ-0224,CUS-0322,2026-08-07 00:00,Instagram DM,SG,zh,Refund/return,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-006,6,2026-08-25T14:24:04Z
ENQ-0271,CUS-0082,2026-08-07 00:00,Instagram DM,ID,id,Order status,Neutral,False,1,ORD-00217,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-000,1,2026-08-25T14:24:04Z
ENQ-0341,CUS-0695,2026-08-07 00:00,Instagram DM,ID,id,Sizing,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0358,CUS-0555,2026-08-07 00:00,Instagram DM,SG,en,Where to buy,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in en, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0404,CUS-0240,2026-08-07 00:00,Email,SG,en,Damaged item,Neutral,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-007,6,2026-08-25T14:24:04Z
ENQ-0433,CUS-0178,2026-08-07 00:00,WhatsApp,MY,ms,Unclassified,Frustrated,False,2,ORD-00464,CLARIFY,2-clarity,no topic could be established from the message,,16,2026-08-25T14:24:04Z
ENQ-0465,CUS-0433,2026-08-07 00:00,Website form,ID,en,Order status,Frustrated,False,2,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0519,CUS-0255,2026-08-07 00:00,Instagram DM,SG,zh,Where to buy,Neutral,False,1,,AUTO_ANSWER,0-self-serve,"approved answer sent in zh, no human touched it",ANS-002,1,2026-08-25T14:24:04Z
ENQ-0539,CUS-0687,2026-08-07 00:00,WhatsApp,ID,id,Sizing,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
ENQ-0561,CUS-0481,2026-08-07 00:00,Marketplace Q&A,ID,id,Order status,Neutral,False,1,,ASSIST,5-evidence,the reply needs an order reference and none was quoted,ANS-000,6,2026-08-25T14:24:04Z
ENQ-0622,CUS-0020,2026-08-07 00:00,Email,ID,id,Sizing,Neutral,False,2,,AUTO_ANSWER,0-self-serve,"approved answer sent in id, no human touched it",ANS-003,1,2026-08-25T14:24:04Z
